Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"FL1708280002HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.019","0.003","M","","","O","RE","Pure, No Additives, ","NC","R","1","","","","0.2"
"FL1708280002HYUS2P","HY","ALG","Thymol","0.06","0.005","M","","","O","RE","Pure, No Additives, ","NC","R","1","","","","EX"
"FL1708280041HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"FL1708280041HYUS2P","HY","ALG","Thymol","0.091","0.005","M","","","O","RE","Clover","NC","R","1","","","","EX"
"FL1708280060HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.013","0.003","M","","","O","RE","Pure, U.S. Grade A","NC","H","1","","","","0.2"
"FL1708280060HYUS2","HY","ALG","Thymol","0.054","0.005","M","","","O","RE","Pure, U.S. Grade A","NC","H","1","","","","EX"
"FL1708280068HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.046","0.003","M","","","O","RE","Pure Natural, Unfilt","NC","H","1","","","","0.2"
"FL1708280082HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.079","0.003","M","","","O","RE","Palmetto, Un-Filtere","NC","L","1","","","","0.2"
"FL1708280082HYUS2","HY","ALG","Thymol","0.016","0.005","M","","","O","RE","Palmetto, Un-Filtere","NC","L","1","","","","EX"
"MD1704260048HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.025","0.003","M","","","O","RE","N/A","NC","R","1","","","","0.2"
"MD1704260048HYUS2P","HY","ALG","Thymol","0.041","0.005","M","","","O","RE","N/A","NC","R","1","","","","EX"
"MD1704260055HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.02","0.003","M","","","O","RE","Golden Blossom","NC","R","1","","","","0.2"
"MD1704260056HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.034","0.003","M","","","O","RE","Pure Unfiltered","NC","R","1","","","","0.2"
"MD1704260056HYUS2P","HY","ALG","Thymol","0.1","0.005","M","","","O","RE","Pure Unfiltered","NC","R","1","","","","EX"
"MD1705240021HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.02","0.003","M","","","O","RE","Honey","NC","R","1","","","","0.2"
"MD1705240021HYUS2P","HY","ALG","Thymol","0.057","0.005","M","","","O","RE","Honey","NC","R","1","","","","EX"
"MD1705240052HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Orange Blossoms","NC","R","1","","","","0.2"
"MD1706280012HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Clover Blossoms","NC","R","1","","","","0.2"
"MD1706280036HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","N/A","NC","R","1","","","","0.2"
"MD1706280049HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Honey","NC","R","1","","","","0.2"
"MD1706280053HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.026","0.003","M","","","O","RE","N/A","NC","R","1","","","","0.2"
"MD1706280053HYUS2P","HY","ALG","Thymol","0.135","0.005","M","","","O","RE","N/A","NC","R","1","","","","EX"
"MD1707260047HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.018","0.003","M","","","O","RE","Dakota Clover","NC","R","1","","","","0.2"
"MD1707260055HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"MD1708300033HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.016","0.003","M","","","O","RE","Honey","NC","R","1","","","","0.2"
"MD1708300033HYUS2P","HY","ALG","Thymol","0.212","0.005","M","","","O","RE","Honey","NC","R","1","","","","EX"
"MD1708300036HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"MI1704250018HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.019","0.003","M","","","O","RE","100% Pure Michigan H","NC","D","1","","","","0.2"
"MI1704250018HYUS2","HY","ALG","Thymol","0.17","0.005","M","","","O","RE","100% Pure Michigan H","NC","D","1","","","","EX"
"MI1704250021HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","US Grade A Golden Ho","NC","D","1","","","","0.2"
"MI1705230010HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","Pure Clover Honey - ","NC","R","1","","","","0.2"
"MI1705230103HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Clover","NC","D","1","","","","0.2"
"MI1706270088HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Pure, Raw","NC","R","1","","","","0.2"
"MI1708010018HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Pure","NC","D","1","","","","0.2"
"MI1708010021HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.062","0.003","M","","","O","RE","Pure, Raw, Unfiltere","NC","D","1","","","","0.2"
"MI1708010084HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Star Thistle","NC","R","1","","","","0.2"
"NC1704190551HYUS2B","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NC1704190560HYUS2A","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.013","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NC1705170586HYUS2A","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NC1706210541HYUS2B","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.003","0.003","M","","","O","RE","Orange Blossom","NC","R","1","","","","0.2"
"NC1708230549HYUS2A","HY","ALG","Thymol","0.023","0.005","M","","","O","RE","Clover","NC","R","1","","","","EX"
"NC1708230549HYUS2B","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.013","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NC1708230574HYUS2A","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.009","0.003","M","","","O","RE","Pure","NC","R","1","","","","0.2"
"NC1708230574HYUS2B","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NY1704180076HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.018","0.003","M","","","O","RE","Wild Flower, Raw, Un","NC","R","1","","","","0.2"
"NY1704180135HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NY1704180267HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.021","0.003","M","","","O","RE","100% Pure Raw, New Y","NC","R","1","","","","0.2"
"NY1704180267HYUS2P","HY","ALG","Thymol","0.007","0.005","M","","","O","RE","100% Pure Raw, New Y","NC","R","1","","","","EX"
"NY1705160141HYUS2P","HY","666","Carbendazim (MBC)","0.005","0.005","M","V","","O","RE","Clover, Raw Unfilter","NC","R","1","","","","NT"
"NY1705160141HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Clover, Raw Unfilter","NC","R","1","","","","0.2"
"NY1705160226HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.016","0.003","M","","","O","RE","Orange Blossom","NC","R","1","","","","0.2"
"NY1705160226HYUS2P","HY","ALG","Thymol","0.037","0.005","M","","","O","RE","Orange Blossom","NC","R","1","","","","EX"
"NY1705160287HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NY1705160292HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.029","0.003","M","","","O","RE","Na","NC","R","1","","","","0.2"
"NY1705160292HYUS2P","HY","ALG","Thymol","0.062","0.005","M","","","O","RE","Na","NC","R","1","","","","EX"
"NY1706200082HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Pure Forest Honey","NC","R","1","","","","0.2"
"NY1706200127HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.034","0.003","M","","","O","RE","Orange Blossom, 100%","NC","R","1","","","","0.2"
"NY1706200142HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Grade A Fancy","NC","R","1","","","","0.2"
"NY1706200142HYUS2P","HY","ALG","Thymol","0.062","0.005","M","","","O","RE","Grade A Fancy","NC","R","1","","","","EX"
"NY1706200145HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NY1706200254HYUS2P","HY","666","Carbendazim (MBC)","0.005","0.005","M","V","","O","RE","Clover, Raw and Unfi","NC","R","1","","","","NT"
"NY1706200254HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","Clover, Raw and Unfi","NC","R","1","","","","0.2"
"NY1706200258HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Orange Blossom","NC","R","1","","","","0.2"
"NY1706200260HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.037","0.003","M","","","O","RE","Orange Blossom","NC","R","1","","","","0.2"
"NY1706200269HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NY1706200269HYUS2P","HY","ALG","Thymol","0.073","0.005","M","","","O","RE","Clover","NC","R","1","","","","EX"
"NY1707250259HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.017","0.003","M","","","O","RE","Clover, Filtered","NC","R","1","","","","0.2"
"NY1707250260HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.013","0.003","M","","","O","RE","Pure Clover","NC","R","1","","","","0.2"
"NY1707250274HYUS2P","HY","272","2,6-dichlorobenzamide","0.074","0.008","M","V","","O","RE","Raw and Unfiltered","NC","R","1","","","","NT"
"NY1707250274HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.039","0.003","M","","","O","RE","Raw and Unfiltered","NC","R","1","","","","0.2"
"NY1708220071HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","N/A","NC","R","1","","","","0.2"
"NY1708220127HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NY1708220127HYUS2P","HY","ALG","Thymol","0.153","0.005","M","","","O","RE","Clover","NC","R","1","","","","EX"
"NY1708220201HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.036","0.003","M","","","O","RE","N/A","NC","D","1","","","","0.2"
"NY1708220219HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.003","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NY1708220268HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NY1708220279HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.014","0.003","M","","","O","RE","Clover, Filtered, U.","NC","D","1","","","","0.2"
"OH1705220100HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Na","NC","L","1","","","","0.2"
"OH1705220118HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Orange Blossom","NC","D","1","","","","0.2"
"OH1705220118HYUS2","HY","ALG","Thymol","0.169","0.005","M","","","O","RE","Orange Blossom","NC","D","1","","","","EX"
"OH1705220300HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","Blended","NC","R","1","","","","0.2"
"OH1705220306HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"OH1705220307HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"OH1705220312HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"OH1705220312HYUS2P","HY","ALG","Thymol","0.009","0.005","M","","","O","RE","Clover","NC","R","1","","","","EX"
"OH1706260212HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"OH1706260304HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"OH1706260304HYUS2P","HY","ALG","Thymol","0.06","0.005","M","","","O","RE","Clover","NC","R","1","","","","EX"
"OH1706260307HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.019","0.003","M","","","O","RE","Golden","NC","R","1","","","","0.2"
"OH1707310202HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.019","0.003","M","","","O","RE","Pure","NC","R","1","","","","0.2"
"OH1707310207HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.026","0.003","M","","","O","RE","Pure, Raw, Unfiltere","NC","R","1","","","","0.2"
"OH1707310422HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","Pure, 100% Natural, ","NC","L","1","","","","0.2"
"OH1707310440HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Clover, Pure","NC","R","1","","","","0.2"
"OH1707310452HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Blended","NC","T","1","","","","0.2"
"OH1708280212HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.018","0.003","M","","","O","RE","Pure, Raw, Unfiltere","NC","R","1","","","","0.2"
"TX1704170020HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.023","0.003","M","","","O","RE","Grade A Fancy Clover","NC","D","1","","","","0.2"
"TX1704170103HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","N/A","NC","D","1","","","","0.2"
"TX1704170107HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","N/A","NC","D","1","","","","0.2"
"TX1704170201HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.082","0.003","M","","","O","RE","Pure Raw","NC","D","1","","","","0.2"
"TX1704170405HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover Grade A Pure","NC","D","1","","","","0.2"
"TX1704170419HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","Clover Honey, Filter","NC","R","1","","","","0.2"
"TX1704170419HYUS2P","HY","ALG","Thymol","0.017","0.005","M","","","O","RE","Clover Honey, Filter","NC","R","1","","","","EX"
"TX1704240105HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.023","0.003","M","","","O","RE","Clover Honey","NC","D","1","","","","0.2"
"TX1704240105HYUS2","HY","ALG","Thymol","0.011","0.005","M","","","O","RE","Clover Honey","NC","D","1","","","","EX"
"TX1705150020HYUS2","HY","666","Carbendazim (MBC)","0.005","0.005","M","V","","O","RE","Clover Pure Honey","NC","D","1","","","","NT"
"TX1705150020HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Clover Pure Honey","NC","D","1","","","","0.2"
"TX1705150103HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"TX1705150103HYUS2P","HY","ALG","Thymol","0.007","0.005","M","","","O","RE","Clover","NC","R","1","","","","EX"
"TX1705150105HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"TX1705150201HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Blended","NC","D","1","","","","0.2"
"TX1705150405HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Clove","NC","D","1","","","","0.2"
"TX1705150419HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.042","0.003","M","","","O","RE","Raw Natural","NC","R","1","","","","0.2"
"TX1705300216HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.028","0.003","M","","","O","RE","Wildflower","NC","R","1","","","","0.2"
"TX1706190040HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.047","0.003","M","","","O","RE","Pure Honey, Natural,","NC","R","1","","","","0.2"
"TX1706190107HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","Clover Honey","NC","D","1","","","","0.2"
"TX1706190201HYUS2","HY","272","2,6-dichlorobenzamide","0.02","0.008","M","V","","O","RE","Wildflower","NC","D","1","","","","NT"
"TX1706190201HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.034","0.003","M","","","O","RE","Wildflower","NC","D","1","","","","0.2"
"TX1706190211HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Pure Honey Wildflowe","NC","R","1","","","","0.2"
"TX1706190406HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.024","0.003","M","","","O","RE","Raw and Unfiltered","NC","D","1","","","","0.2"
"TX1706190425HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.016","0.003","M","","","O","RE","Clover Honey","NC","D","1","","","","0.2"
"TX1706190425HYUS2","HY","ALG","Thymol","0.019","0.005","M","","","O","RE","Clover Honey","NC","D","1","","","","EX"
"TX1707240020HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"TX1707240107HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.017","0.003","M","","","O","RE","Clover Honey, Us Gra","NC","D","1","","","","0.2"
"TX1707240201HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","White Pure","NC","D","1","","","","0.2"
"TX1707240211HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.018","0.003","M","","","O","RE","Pure Wildflower Hone","NC","R","1","","","","0.2"
"TX1707240406HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.013","0.003","M","","","O","RE","Clover","NC","D","1","","","","0.2"
"TX1707240425HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Clover Honey","NC","D","1","","","","0.2"
"TX1708210020HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","Clover Pure Honey Gr","NC","D","1","","","","0.2"
"TX1708210020HYUS2","HY","ALG","Thymol","0.016","0.005","M","","","O","RE","Clover Pure Honey Gr","NC","D","1","","","","EX"
"TX1708210103HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"TX1708210105HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.009","0.003","M","","","O","RE","Clover Pure Honey Fa","NC","D","1","","","","0.2"
"TX1708210105HYUS2","HY","ALG","Thymol","0.046","0.005","M","","","O","RE","Clover Pure Honey Fa","NC","D","1","","","","EX"
"TX1708210107HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.019","0.003","M","","","O","RE","Pure Clover Honey","NC","D","1","","","","0.2"
"TX1708210107HYUS2","HY","ALG","Thymol","0.114","0.005","M","","","O","RE","Pure Clover Honey","NC","D","1","","","","EX"
"TX1708210201HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.038","0.003","M","","","O","RE","Wildflower","NC","D","1","","","","0.2"
"TX1708210216HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.034","0.003","M","","","O","RE","Wildflower","NC","R","1","","","","0.2"
"WA1704240002HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.051","0.003","M","","","O","RE","Blackberry Honey","NC","R","1","","","","0.2"
"WA1704240004HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.041","0.003","M","","","O","RE","Clover Honey","NC","R","1","","","","0.2"
"WA1704240031HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.024","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"WA1704240033HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.021","0.003","M","","","O","RE","Clover, Filtered","NC","R","1","","","","0.2"
"WA1704240033HYUS2P","HY","ALG","Thymol","0.01","0.005","M","","","O","RE","Clover, Filtered","NC","R","1","","","","EX"
"WA1705220008HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.034","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"WA1705220033HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"WA1706260023HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","Clover Honey","NC","D","1","","","","0.2"
"WA1706260030HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"WA1706260033HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.019","0.003","M","","","O","RE","Clover Honey, Filter","NC","R","1","","","","0.2"
"WA1707310031HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.024","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"WA1707310033HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.019","0.003","M","","","O","RE","Clover, Filtered","NC","R","1","","","","0.2"
"WA1708280002HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.051","0.003","M","","","O","RE","Pacifc Northwest Clo","NC","R","1","","","","0.2"
"WA1708280002HYUS2P","HY","ALG","Thymol","0.02","0.005","M","","","O","RE","Pacifc Northwest Clo","NC","R","1","","","","EX"
"WA1708280004HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.021","0.003","M","","","O","RE","Clover","NC","D","1","","","","0.2"
"WA1708280031HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"NY1705160276HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Na","NC","R","2","Argentina","","","0.2"
"CA0806110146HYUS2","HY","254","Dicofol p,p'","0.0052","0.001","M","V","SM","O","RE","Wild Flower","PO","D","2","Brazil","","","NT"
"CA0806110273HYUS2","HY","144","Dicloran","0.0011","0.001","M","V","SM","O","RE","Grade A","PO","R","2","Brazil","","","NT"
"CO0806020007HYUS2","HY","254","Dicofol p,p'","0.09","0.001","M","V","SM","O","RE","","PO","D","2","Brazil","","","NT"
"FL0807140007HYUS2P","HY","254","Dicofol p,p'","0.0037","0.001","M","V","SM","O","RE","Unknown","NC","R","2","Brazil","","","NT"
"CA1705150486HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.003","0.003","M","","","O","RE","Non GMO","PO","R","2","Brazil","","","0.2"
"CA1705150609HYUS2","HY","227","Alachlor","1.07","0.4","M","V","","O","RE","Raw","PO","H","2","Brazil","","","NT"
"CA1708210626HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Na","PO","R","2","Brazil","","","0.2"
"CO1705220009HYUS2","HY","227","Alachlor","0.46","0.4","M","V","","O","RE","None","PO","D","2","Brazil","","","NT"
"CO1705220009HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","None","PO","D","2","Brazil","","","0.2"
"CA0806110568HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0041","0.004","M","","SM","O","RE","Multi Flavour","NC","R","2","Bulgaria","","","1"
"CA0710100549HYUS2","HY","529","Vinclozolin","0.0107","0.001","M","V","SM","O","RE","N/A","NC","R","2","Canada","","","NT"
"CA0711140548HYUS2","HY","529","Vinclozolin","0.0106","0.001","M","V","SM","O","RE","N/A","NC","R","2","Canada","","","NT"
"MI0710090084HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Light Amber Clover","NC","D","2","Canada","","","0.15"
"MI0710090084HYUS2","HY","297","Fluvalinate","0.0017","0.001","M","","SM","O","RE","Light Amber Clover","NC","D","2","Canada","","","0.05"
"CA0805140550HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover Honey","NC","R","2","Canada","","","0.15"
"CA0805140550HYUS2","HY","529","Vinclozolin","0.0013","0.001","M","V","SM","O","RE","Clover Honey","NC","R","2","Canada","","","NT"
"CA0806110004HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","R","2","Canada","","","0.15"
"CA0806110004HYUS2","HY","297","Fluvalinate","0.0017","0.001","M","","SM","O","RE","Clover","NC","R","2","Canada","","","0.05"
"NY0805130011HYUS2P","HY","529","Vinclozolin","0.0021","0.001","M","V","SM","O","RE","Pure Clover","NC","R","2","Canada","","","NT"
